Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Tue Feb 14 2023,10:00p,Golden State Warriors,124,Los Angeles Clippers,134,Box Score,,16741,Crypto.com Arena,
Tue Feb 14 2023,10:00p,Washington Wizards,126,Portland Trail Blazers,101,Box Score,,18004,Moda Center,
Wed Feb 15 2023,7:00p,San Antonio Spurs,110,Charlotte Hornets,120,Box Score,,14155,Spectrum Center,
Wed Feb 15 2023,7:00p,Chicago Bulls,113,Indiana Pacers,117,Box Score,,15599,Gainbridge Fieldhouse,
Wed Feb 15 2023,7:30p,New York Knicks,122,Atlanta Hawks,101,Box Score,,17771,State Farm Arena,
Wed Feb 15 2023,7:30p,Detroit Pistons,109,Boston Celtics,127,Box Score,,19156,TD Garden,
Wed Feb 15 2023,7:30p,Miami Heat,105,Brooklyn Nets,116,Box Score,,17963,Barclays Center,
Wed Feb 15 2023,7:30p,Cleveland Cavaliers,112,Philadelphia 76ers,118,Box Score,,21134,Wells Fargo Center,
Wed Feb 15 2023,8:00p,Utah Jazz,111,Memphis Grizzlies,117,Box Score,,16748,FedEx Forum,
Wed Feb 15 2023,8:00p,Houston Rockets,96,Oklahoma City Thunder,133,Box Score,,14988,Paycom Center,
Wed Feb 15 2023,9:00p,Dallas Mavericks,109,Denver Nuggets,118,Box Score,,19627,Ball Arena,
Wed Feb 15 2023,10:00p,New Orleans Pelicans,102,Los Angeles Lakers,120,Box Score,,18997,Crypto.com Arena,
Thu Feb 16 2023,7:30p,Milwaukee Bucks,112,Chicago Bulls,100,Box Score,,20308,United Center,
Thu Feb 16 2023,8:00p,Washington Wizards,114,Minnesota Timberwolves,106,Box Score,,17136,Target Center,
Thu Feb 16 2023,10:00p,Los Angeles Clippers,116,Phoenix Suns,107,Box Score,,17071,Footprint Center,
Thu Feb 23 2023,7:00p,Denver Nuggets,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Thu Feb 23 2023,7:00p,Boston Celtics,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Thu Feb 23 2023,7:00p,Detroit Pistons,,Orlando Magic,,,,,Amway Center,
Thu Feb 23 2023,7:30p,Memphis Grizzlies,,Philadelphia 76ers,,,,,Wells Fargo Center,
Thu Feb 23 2023,7:30p,New Orleans Pelicans,,Toronto Raptors,,,,,Scotiabank Arena,
Thu Feb 23 2023,8:30p,San Antonio Spurs,,Dallas Mavericks,,,,,American Airlines Center,
Thu Feb 23 2023,9:00p,Oklahoma City Thunder,,Utah Jazz,,,,,Vivint Arena,
Thu Feb 23 2023,10:00p,Golden State Warriors,,Los Angeles Lakers,,,,,Crypto.com Arena,
Thu Feb 23 2023,10:00p,Portland Trail Blazers,,Sacramento Kings,,,,,Golden 1 Center,
Fri Feb 24 2023,7:00p,New York Knicks,,Washington Wizards,,,,,Capital One Arena,
Fri Feb 24 2023,7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,,,State Farm Arena,
Fri Feb 24 2023,7:30p,Miami Heat,,Milwaukee Bucks,,,,,Fiserv Forum,
Fri Feb 24 2023,8:00p,Charlotte Hornets,,Minnesota Timberwolves,,,,,Target Center,
Fri Feb 24 2023,9:00p,Oklahoma City Thunder,,Phoenix Suns,,,,,Footprint Center,
Fri Feb 24 2023,10:00p,Brooklyn Nets,,Chicago Bulls,,,,,United Center,
Fri Feb 24 2023,10:00p,Houston Rockets,,Golden State Warriors,,,,,Chase Center,
Fri Feb 24 2023,10:30p,Sacramento Kings,,Los Angeles Clippers,,,,,Crypto.com Arena,
Sat Feb 25 2023,12:00p,Toronto Raptors,,Detroit Pistons,,,,,Little Caesars Arena,
Sat Feb 25 2023,7:00p,Miami Heat,,Charlotte Hornets,,,,,Spectrum Center,
Sat Feb 25 2023,7:00p,Indiana Pacers,,Orlando Magic,,,,,Amway Center,
Sat Feb 25 2023,7:30p,New Orleans Pelicans,,New York Knicks,,,,,Madison Square Garden (IV),
Sat Feb 25 2023,8:00p,Denver Nuggets,,Memphis Grizzlies,,,,,FedEx Forum,
Sat Feb 25 2023,8:30p,Boston Celtics,,Philadelphia 76ers,,,,,Wells Fargo Center,
Sat Feb 25 2023,9:00p,San Antonio Spurs,,Utah Jazz,,,,,Vivint Arena,
Sun Feb 26 2023,1:00p,Phoenix Suns,,Milwaukee Bucks,,,,,Fiserv Forum,
Sun Feb 26 2023,3:00p,Brooklyn Nets,,Atlanta Hawks,,,,,State Farm Arena,
Sun Feb 26 2023,3:30p,Washington Wizards,,Chicago Bulls,,,,,United Center,
Sun Feb 26 2023,3:30p,Los Angeles Lakers,,Dallas Mavericks,,,,,American Airlines Center,
Sun Feb 26 2023,6:00p,Toronto Raptors,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Sun Feb 26 2023,7:00p,Sacramento Kings,,Oklahoma City Thunder,,,,,Paycom Center,
Sun Feb 26 2023,7:30p,Minnesota Timberwolves,,Golden State Warriors,,,,,Chase Center,
Sun Feb 26 2023,9:00p,Houston Rockets,,Portland Trail Blazers,,,,,Moda Center,
Sun Feb 26 2023,10:00p,Los Angeles Clippers,,Denver Nuggets,,,,,Ball Arena,
Mon Feb 27 2023,7:00p,Detroit Pistons,,Charlotte Hornets,,,,,Spectrum Center,
Mon Feb 27 2023,7:00p,Miami Heat,,Philadelphia 76ers,,,,,Wells Fargo Center,
Mon Feb 27 2023,7:30p,Boston Celtics,,New York Knicks,,,,,Madison Square Garden (IV),
Mon Feb 27 2023,8:00p,Orlando Magic,,New Orleans Pelicans,,,,,Smoothie King Center,
Tue Feb 28 2023,7:30p,Washington Wizards,,Atlanta Hawks,,,,,State Farm Arena,
Tue Feb 28 2023,7:30p,Milwaukee Bucks,,Brooklyn Nets,,,,,Barclays Center,
Tue Feb 28 2023,7:30p,Chicago Bulls,,Toronto Raptors,,,,,Scotiabank Arena,
Tue Feb 28 2023,8:00p,Denver Nuggets,,Houston Rockets,,,,,Toyota Center,
Tue Feb 28 2023,8:00p,Los Angeles Lakers,,Memphis Grizzlies,,,,,FedEx Forum,
Tue Feb 28 2023,8:00p,Sacramento Kings,,Oklahoma City Thunder,,,,,Paycom Center,
Tue Feb 28 2023,8:30p,Indiana Pacers,,Dallas Mavericks,,,,,American Airlines Center,
Tue Feb 28 2023,9:00p,San Antonio Spurs,,Utah Jazz,,,,,Vivint Arena,
Tue Feb 28 2023,10:00p,Portland Trail Blazers,,Golden State Warriors,,,,,Chase Center,
Tue Feb 28 2023,10:00p,Minnesota Timberwolves,,Los Angeles Clippers,,,,,Crypto.com Arena,
